id,customer_id,driver_id,restaurant_id,delivery_location_id,status,remark,total_amount,driver_fee,created_at,updated_at
243,61,105,121,107,preparing,Together blood young well than rise card social sort.,248.78,24.34,2025-10-19 15:26:49.097615,2025-10-19 15:26:49.097615
244,61,,106,108,rejected,,174.62,13.19,2025-10-24 03:04:29.067725,2025-10-24 03:04:29.067725
245,62,,111,109,delivered,,32.27,4.03,2025-11-06 05:40:45.043141,2025-11-06 05:40:45.043141
246,62,91,123,109,delivered,,261.96,33.41,2025-10-05 08:38:08.593403,2025-10-05 08:38:08.593403
247,62,101,108,109,preparing,,298.78,36.92,2025-10-25 21:01:30.149043,2025-10-25 21:01:30.149043
248,62,95,122,109,rejected,,208.14,25.25,2025-10-28 07:00:44.462795,2025-10-28 07:00:44.462795
249,63,86,108,111,pending,Last very entire degree serious.,26.77,3.43,2025-10-17 12:55:59.555080,2025-10-17 12:55:59.555080
250,63,,121,113,success,,28.86,2.64,2025-11-09 19:11:58.559297,2025-11-09 19:11:58.559297
251,63,,106,111,rejected,,47.4,5.27,2025-11-08 20:14:06.569751,2025-11-08 20:14:06.569751
252,63,90,122,113,delivered,,69.73,7.13,2025-11-13 20:14:28.518592,2025-11-13 20:14:28.518592
253,64,102,115,116,pending,Car hold affect conference option approach class adult member provide.,18.19,1.52,2025-11-04 10:09:51.887524,2025-11-04 10:09:51.887524
254,64,102,114,116,rejected,,121.77,10.09,2025-10-05 10:06:02.985916,2025-10-05 10:06:02.985916
255,64,,106,115,success,,16.91,2.18,2025-11-11 06:48:38.606400,2025-11-11 06:48:38.606400
256,64,96,110,116,delivered,True peace less little month a newspaper on anyone hair role.,171.12,18.14,2025-10-04 04:47:00.517859,2025-10-04 04:47:00.517859
257,65,95,114,117,pending,,116.85,13.17,2025-11-08 10:48:57.709621,2025-11-08 10:48:57.709621
258,65,94,122,118,pending,,54.51,5.27,2025-11-13 03:39:52.173499,2025-11-13 03:39:52.173499
259,65,,123,119,rejected,,96.04,12.49,2025-11-05 05:12:37.580237,2025-11-05 05:12:37.580237
260,65,97,110,117,pending,Well help respond free name investment know always.,133.3,15.64,2025-11-13 05:05:36.186732,2025-11-13 05:05:36.186732
261,66,96,120,121,success,,138.25,12.71,2025-11-10 15:51:14.900387,2025-11-10 15:51:14.900387
262,66,,109,121,delivered,,111.0,9.01,2025-10-10 16:32:24.649311,2025-10-10 16:32:24.649311
263,66,89,121,122,rejected,,136.92,11.33,2025-10-29 22:51:17.784638,2025-10-29 22:51:17.784638
264,66,90,114,121,success,Term tell page behind interesting purpose card later economy.,100.04,12.71,2025-10-28 15:03:35.445561,2025-10-28 15:03:35.445561
265,67,84,116,125,pending,Take identify everything project authority provide.,143.98,17.42,2025-10-15 02:01:19.718340,2025-10-15 02:01:19.718340
266,67,88,119,123,success,,112.33,12.3,2025-10-27 14:31:16.223677,2025-10-27 14:31:16.223677
267,67,104,120,125,preparing,,47.09,5.78,2025-10-28 20:05:11.257094,2025-10-28 20:05:11.257094
268,67,,108,123,pending,,89.86,7.7,2025-11-12 06:11:44.960327,2025-11-12 06:11:44.960327
269,68,,107,126,preparing,,45.76,5.77,2025-11-14 00:02:42.370702,2025-11-14 00:02:42.370702
270,68,,106,126,success,,18.98,1.8,2025-10-15 03:10:32.421357,2025-10-15 03:10:32.421357
271,68,,112,126,rejected,,168.81,20.68,2025-10-23 00:09:11.866422,2025-10-23 00:09:11.866422
272,68,94,111,126,pending,,51.52,4.2,2025-11-07 06:17:49.744060,2025-11-07 06:17:49.744060
273,69,90,115,128,rejected,Anyone sport according sound available sister call successful.,174.59,16.14,2025-10-06 22:46:10.303041,2025-10-06 22:46:10.303041
274,69,102,112,128,rejected,,63.09,7.11,2025-10-25 06:53:26.437080,2025-10-25 06:53:26.437080
275,69,87,118,127,rejected,I spend present huge wife gas law.,172.53,21.07,2025-10-12 18:19:13.118234,2025-10-12 18:19:13.118234
276,69,,114,128,pending,Structure shoulder young author value car few effect air.,137.2,16.19,2025-10-15 10:47:26.779980,2025-10-15 10:47:26.779980
277,70,83,110,131,preparing,,83.14,9.4,2025-10-16 12:55:29.902432,2025-10-16 12:55:29.902432
278,70,,109,130,rejected,,8.35,0.76,2025-11-05 08:53:40.800490,2025-11-05 08:53:40.800490
279,70,,123,129,delivered,,34.07,3.29,2025-10-04 06:05:33.334056,2025-10-04 06:05:33.334056
280,70,96,111,130,success,,102.96,11.62,2025-10-06 01:08:06.410436,2025-10-06 01:08:06.410436
281,71,85,117,132,success,Peace other strong strong figure bill husband these network.,149.09,17.93,2025-11-01 21:40:39.109371,2025-11-01 21:40:39.109371
282,71,103,113,134,pending,,19.49,2.41,2025-10-26 12:22:15.238310,2025-10-26 12:22:15.238310
283,71,96,120,133,rejected,,92.9,8.94,2025-10-29 21:42:02.800984,2025-10-29 21:42:02.800984
284,71,100,112,134,preparing,,110.29,14.21,2025-10-15 16:40:08.042278,2025-10-15 16:40:08.042278
285,72,,112,136,pending,,80.01,8.81,2025-11-01 16:34:48.883130,2025-11-01 16:34:48.883130
286,72,83,108,135,rejected,,210.53,25.25,2025-11-03 09:53:47.935312,2025-11-03 09:53:47.935312
287,72,,114,135,success,,236.64,29.13,2025-11-14 10:25:47.171453,2025-11-14 10:25:47.171453
288,72,85,119,135,delivered,,106.65,12.1,2025-10-15 04:47:55.275800,2025-10-15 04:47:55.275800
289,73,88,114,139,preparing,Medical dinner sell describe magazine.,74.08,5.99,2025-10-11 14:19:33.792531,2025-10-11 14:19:33.792531
290,73,85,119,138,delivered,,43.65,5.2,2025-10-28 00:06:47.405679,2025-10-28 00:06:47.405679
291,73,,108,138,pending,,123.68,13.94,2025-10-15 19:40:07.240611,2025-10-15 19:40:07.240611
292,73,83,122,139,delivered,,19.21,2.09,2025-11-01 23:43:04.310350,2025-11-01 23:43:04.310350
293,74,84,114,140,preparing,,211.13,21.48,2025-10-31 18:31:20.490789,2025-10-31 18:31:20.490789
294,74,102,117,140,delivered,,103.42,10.97,2025-10-31 00:02:15.816256,2025-10-31 00:02:15.816256
295,74,86,114,140,rejected,,156.13,14.48,2025-10-22 05:09:09.959586,2025-10-22 05:09:09.959586
296,74,,121,140,rejected,,225.05,17.56,2025-10-29 19:20:06.446336,2025-10-29 19:20:06.446336
297,75,87,107,141,pending,Key assume chance part on consumer chair artist role.,224.53,24.11,2025-11-11 19:36:59.932690,2025-11-11 19:36:59.932690
298,75,102,119,141,preparing,Whose wrong here phone rich responsibility serve great executive lead.,103.99,12.45,2025-10-09 04:48:45.037040,2025-10-09 04:48:45.037040
299,75,,113,141,preparing,Much during film blue general certain.,54.89,4.71,2025-11-03 15:28:06.872155,2025-11-03 15:28:06.872155
300,75,94,108,141,preparing,,168.06,17.28,2025-10-30 10:29:19.455574,2025-10-30 10:29:19.455574
301,76,,115,142,preparing,,161.44,18.68,2025-10-12 17:24:17.436889,2025-10-12 17:24:17.436889
302,76,102,115,142,rejected,Those level party mention rather when field position.,94.2,7.46,2025-10-09 08:14:53.216393,2025-10-09 08:14:53.216393
303,76,98,112,142,rejected,,79.09,10.03,2025-10-21 09:37:23.883738,2025-10-21 09:37:23.883738
304,76,,118,142,delivered,Final marriage paper dream out land sit someone exactly.,114.61,12.34,2025-10-23 21:31:46.222114,2025-10-23 21:31:46.222114
305,77,,110,143,rejected,,166.93,19.51,2025-10-28 04:54:15.147535,2025-10-28 04:54:15.147535
306,77,96,122,144,rejected,Woman hope loss organization evening mention across environmental.,126.57,15.52,2025-11-12 18:31:57.823619,2025-11-12 18:31:57.823619
307,77,96,107,144,success,,89.09,8.46,2025-10-11 00:21:57.849190,2025-10-11 00:21:57.849190
308,77,102,111,144,pending,,45.23,3.92,2025-11-02 21:12:40.393923,2025-11-02 21:12:40.393923
309,78,102,113,145,pending,,40.7,3.91,2025-10-01 18:11:10.970885,2025-10-01 18:11:10.970885
310,78,82,121,145,delivered,,122.9,15.71,2025-11-03 13:04:58.811218,2025-11-03 13:04:58.811218
311,78,105,123,146,preparing,,129.02,15.81,2025-10-01 15:25:19.941566,2025-10-01 15:25:19.941566
312,78,,110,146,delivered,,86.22,10.35,2025-10-18 16:42:05.396420,2025-10-18 16:42:05.396420
313,79,,122,148,success,,14.22,1.28,2025-10-05 16:04:18.861631,2025-10-05 16:04:18.861631
314,79,,122,147,pending,,61.44,6.84,2025-10-31 22:12:44.994204,2025-10-31 22:12:44.994204
315,79,,115,148,success,Thank notice beat person there someone other write.,55.08,5.46,2025-10-22 04:25:02.914547,2025-10-22 04:25:02.914547
316,79,,114,147,rejected,Law century should pay set rise dark stay gun he.,34.62,4.03,2025-10-15 00:41:09.258342,2025-10-15 00:41:09.258342
317,80,105,108,151,delivered,,155.89,17.16,2025-11-13 12:50:27.249216,2025-11-13 12:50:27.249216
318,80,81,109,149,rejected,,93.31,9.5,2025-10-13 03:08:41.607913,2025-10-13 03:08:41.607913
319,80,87,117,149,pending,Night task fill resource wear.,190.72,24.58,2025-10-11 00:59:34.638886,2025-10-11 00:59:34.638886
320,80,,123,150,pending,Method year leader check medical avoid hundred add news.,9.47,0.96,2025-10-15 08:48:21.612325,2025-10-15 08:48:21.612325
