order_id,dish_id,amount,remark,created_at,updated_at
183,74,2,,2025-10-29 13:04:34.977150,2025-10-29 13:04:34.977150
184,83,2,,2025-11-14 20:09:37.597411,2025-11-14 20:09:37.597411
184,73,1,,2025-11-14 20:09:37.597411,2025-11-14 20:09:37.597411
184,84,3,,2025-11-14 20:09:37.597411,2025-11-14 20:09:37.597411
185,71,1,,2025-11-04 10:18:07.439247,2025-11-04 10:18:07.439247
186,127,3,,2025-10-30 15:36:21.000687,2025-10-30 15:36:21.000687
187,18,1,,2025-10-11 06:07:37.138717,2025-10-11 06:07:37.138717
188,134,1,,2025-10-13 17:52:46.062224,2025-10-13 17:52:46.062224
188,133,3,,2025-10-13 17:52:46.062224,2025-10-13 17:52:46.062224
189,38,3,,2025-10-30 02:00:07.478964,2025-10-30 02:00:07.478964
189,31,2,,2025-10-30 02:00:07.478964,2025-10-30 02:00:07.478964
190,242,2,,2025-10-28 09:03:05.022513,2025-10-28 09:03:05.022513
191,89,3,,2025-10-23 05:28:55.679209,2025-10-23 05:28:55.679209
192,148,2,,2025-10-23 19:02:34.748560,2025-10-23 19:02:34.748560
192,142,2,,2025-10-23 19:02:34.748560,2025-10-23 19:02:34.748560
193,60,3,,2025-10-08 12:57:16.370421,2025-10-08 12:57:16.370421
193,68,2,,2025-10-08 12:57:16.370421,2025-10-08 12:57:16.370421
194,149,1,,2025-11-12 17:14:54.542907,2025-11-12 17:14:54.542907
194,155,1,,2025-11-12 17:14:54.542907,2025-11-12 17:14:54.542907
194,158,2,,2025-11-12 17:14:54.542907,2025-11-12 17:14:54.542907
195,121,1,,2025-10-17 01:24:00.051991,2025-10-17 01:24:00.051991
195,127,3,,2025-10-17 01:24:00.051991,2025-10-17 01:24:00.051991
196,205,3,,2025-10-12 02:11:22.427165,2025-10-12 02:11:22.427165
196,220,3,,2025-10-12 02:11:22.427165,2025-10-12 02:11:22.427165
196,209,2,,2025-10-12 02:11:22.427165,2025-10-12 02:11:22.427165
197,69,3,,2025-10-05 13:28:51.335328,2025-10-05 13:28:51.335328
198,92,2,,2025-10-17 19:53:04.483854,2025-10-17 19:53:04.483854
198,89,3,,2025-10-17 19:53:04.483854,2025-10-17 19:53:04.483854
199,246,1,,2025-10-07 00:31:57.209577,2025-10-07 00:31:57.209577
199,248,3,,2025-10-07 00:31:57.209577,2025-10-07 00:31:57.209577
199,253,2,,2025-10-07 00:31:57.209577,2025-10-07 00:31:57.209577
200,65,1,,2025-10-27 10:50:13.095532,2025-10-27 10:50:13.095532
201,151,3,,2025-10-29 09:03:18.642651,2025-10-29 09:03:18.642651
202,62,2,,2025-11-14 15:42:58.866021,2025-11-14 15:42:58.866021
202,63,2,,2025-11-14 15:42:58.866021,2025-11-14 15:42:58.866021
202,64,2,,2025-11-14 15:42:58.866021,2025-11-14 15:42:58.866021
203,136,1,,2025-10-12 12:53:12.013551,2025-10-12 12:53:12.013551
203,135,2,,2025-10-12 12:53:12.013551,2025-10-12 12:53:12.013551
204,109,3,,2025-10-03 05:03:59.586955,2025-10-03 05:03:59.586955
204,107,3,,2025-10-03 05:03:59.586955,2025-10-03 05:03:59.586955
204,117,2,,2025-10-03 05:03:59.586955,2025-10-03 05:03:59.586955
205,82,2,,2025-10-29 01:22:53.387862,2025-10-29 01:22:53.387862
205,73,2,,2025-10-29 01:22:53.387862,2025-10-29 01:22:53.387862
205,83,3,,2025-10-29 01:22:53.387862,2025-10-29 01:22:53.387862
206,190,3,,2025-10-18 00:56:56.256770,2025-10-18 00:56:56.256770
206,183,3,,2025-10-18 00:56:56.256770,2025-10-18 00:56:56.256770
207,211,2,,2025-10-16 06:29:01.359571,2025-10-16 06:29:01.359571
208,17,1,,2025-11-07 05:24:44.592116,2025-11-07 05:24:44.592116
208,13,1,,2025-11-07 05:24:44.592116,2025-11-07 05:24:44.592116
208,5,3,,2025-11-07 05:24:44.592116,2025-11-07 05:24:44.592116
209,189,1,,2025-10-23 21:53:25.775789,2025-10-23 21:53:25.775789
209,191,1,,2025-10-23 21:53:25.775789,2025-10-23 21:53:25.775789
210,60,3,,2025-11-10 06:01:25.338132,2025-11-10 06:01:25.338132
211,216,3,,2025-11-13 21:37:53.592218,2025-11-13 21:37:53.592218
211,212,2,,2025-11-13 21:37:53.592218,2025-11-13 21:37:53.592218
212,167,3,,2025-11-12 20:26:02.347162,2025-11-12 20:26:02.347162
213,236,3,,2025-11-08 04:35:13.579481,2025-11-08 04:35:13.579481
213,238,2,,2025-11-08 04:35:13.579481,2025-11-08 04:35:13.579481
213,242,3,,2025-11-08 04:35:13.579481,2025-11-08 04:35:13.579481
214,160,3,,2025-10-16 08:13:36.795982,2025-10-16 08:13:36.795982
214,158,3,,2025-10-16 08:13:36.795982,2025-10-16 08:13:36.795982
215,134,2,,2025-10-29 17:28:13.013982,2025-10-29 17:28:13.013982
215,136,2,,2025-10-29 17:28:13.013982,2025-10-29 17:28:13.013982
216,65,1,,2025-10-13 15:23:37.174810,2025-10-13 15:23:37.174810
216,63,2,,2025-10-13 15:23:37.174810,2025-10-13 15:23:37.174810
216,60,1,,2025-10-13 15:23:37.174810,2025-10-13 15:23:37.174810
217,70,3,,2025-11-03 08:53:39.300931,2025-11-03 08:53:39.300931
217,64,3,,2025-11-03 08:53:39.300931,2025-11-03 08:53:39.300931
218,139,3,,2025-10-23 08:39:56.017266,2025-10-23 08:39:56.017266
218,144,2,,2025-10-23 08:39:56.017266,2025-10-23 08:39:56.017266
219,27,2,,2025-10-10 22:36:08.035648,2025-10-10 22:36:08.035648
220,193,3,,2025-11-12 15:46:26.430406,2025-11-12 15:46:26.430406
220,186,1,,2025-11-12 15:46:26.430406,2025-11-12 15:46:26.430406
221,242,2,,2025-10-06 15:31:30.665962,2025-10-06 15:31:30.665962
222,89,1,,2025-10-02 02:03:15.536514,2025-10-02 02:03:15.536514
222,97,2,,2025-10-02 02:03:15.536514,2025-10-02 02:03:15.536514
222,87,3,,2025-10-02 02:03:15.536514,2025-10-02 02:03:15.536514
223,37,2,,2025-10-12 08:40:50.066358,2025-10-12 08:40:50.066358
223,34,2,,2025-10-12 08:40:50.066358,2025-10-12 08:40:50.066358
223,36,1,,2025-10-12 08:40:50.066358,2025-10-12 08:40:50.066358
224,33,1,,2025-11-06 13:49:18.352430,2025-11-06 13:49:18.352430
224,36,3,,2025-11-06 13:49:18.352430,2025-11-06 13:49:18.352430
225,120,2,,2025-10-31 08:42:39.452509,2025-10-31 08:42:39.452509
226,25,3,,2025-11-02 14:32:34.397358,2025-11-02 14:32:34.397358
226,23,1,,2025-11-02 14:32:34.397358,2025-11-02 14:32:34.397358
226,21,3,,2025-11-02 14:32:34.397358,2025-11-02 14:32:34.397358
227,245,2,,2025-11-11 20:39:02.879074,2025-11-11 20:39:02.879074
228,38,2,,2025-11-05 02:23:04.835538,2025-11-05 02:23:04.835538
228,35,3,,2025-11-05 02:23:04.835538,2025-11-05 02:23:04.835538
229,51,1,,2025-11-13 16:09:31.402804,2025-11-13 16:09:31.402804
229,55,1,,2025-11-13 16:09:31.402804,2025-11-13 16:09:31.402804
229,42,1,,2025-11-13 16:09:31.402804,2025-11-13 16:09:31.402804
230,11,1,,2025-11-09 11:19:52.510355,2025-11-09 11:19:52.510355
231,67,3,,2025-10-14 13:33:49.970695,2025-10-14 13:33:49.970695
231,61,1,,2025-10-14 13:33:49.970695,2025-10-14 13:33:49.970695
231,59,2,,2025-10-14 13:33:49.970695,2025-10-14 13:33:49.970695
232,55,2,,2025-10-09 10:31:43.064458,2025-10-09 10:31:43.064458
233,21,2,,2025-11-10 17:28:20.960512,2025-11-10 17:28:20.960512
233,24,1,,2025-11-10 17:28:20.960512,2025-11-10 17:28:20.960512
233,20,3,,2025-11-10 17:28:20.960512,2025-11-10 17:28:20.960512
234,183,1,,2025-11-14 03:21:31.645660,2025-11-14 03:21:31.645660
235,196,2,,2025-11-14 07:11:44.896889,2025-11-14 07:11:44.896889
236,248,1,,2025-10-07 12:52:29.013743,2025-10-07 12:52:29.013743
237,71,1,,2025-10-24 17:35:06.739684,2025-10-24 17:35:06.739684
237,65,3,,2025-10-24 17:35:06.739684,2025-10-24 17:35:06.739684
237,70,2,,2025-10-24 17:35:06.739684,2025-10-24 17:35:06.739684
238,21,1,,2025-11-14 08:52:20.705200,2025-11-14 08:52:20.705200
238,29,3,,2025-11-14 08:52:20.705200,2025-11-14 08:52:20.705200
238,19,2,,2025-11-14 08:52:20.705200,2025-11-14 08:52:20.705200
239,184,2,,2025-10-01 09:52:18.530025,2025-10-01 09:52:18.530025
240,125,1,,2025-10-01 06:26:41.776654,2025-10-01 06:26:41.776654
241,107,2,,2025-11-01 19:55:31.109292,2025-11-01 19:55:31.109292
241,119,1,,2025-11-01 19:55:31.109292,2025-11-01 19:55:31.109292
242,115,1,,2025-10-04 02:35:16.857934,2025-10-04 02:35:16.857934
242,109,2,,2025-10-04 02:35:16.857934,2025-10-04 02:35:16.857934
243,224,1,,2025-10-19 15:26:49.097615,2025-10-19 15:26:49.097615
243,230,3,,2025-10-19 15:26:49.097615,2025-10-19 15:26:49.097615
243,233,3,,2025-10-19 15:26:49.097615,2025-10-19 15:26:49.097615
244,10,3,,2025-10-24 03:04:29.067725,2025-10-24 03:04:29.067725
244,6,3,,2025-10-24 03:04:29.067725,2025-10-24 03:04:29.067725
245,82,1,,2025-11-06 05:40:45.043141,2025-11-06 05:40:45.043141
245,79,2,,2025-11-06 05:40:45.043141,2025-11-06 05:40:45.043141
246,257,3,,2025-10-05 08:38:08.593403,2025-10-05 08:38:08.593403
246,248,1,,2025-10-05 08:38:08.593403,2025-10-05 08:38:08.593403
246,255,3,,2025-10-05 08:38:08.593403,2025-10-05 08:38:08.593403
247,33,2,,2025-10-25 21:01:30.149043,2025-10-25 21:01:30.149043
247,32,3,,2025-10-25 21:01:30.149043,2025-10-25 21:01:30.149043
247,35,3,,2025-10-25 21:01:30.149043,2025-10-25 21:01:30.149043
248,241,2,,2025-10-28 07:00:44.462795,2025-10-28 07:00:44.462795
248,239,3,,2025-10-28 07:00:44.462795,2025-10-28 07:00:44.462795
248,235,3,,2025-10-28 07:00:44.462795,2025-10-28 07:00:44.462795
249,37,2,,2025-10-17 12:55:59.555080,2025-10-17 12:55:59.555080
250,226,1,,2025-11-09 19:11:58.559297,2025-11-09 19:11:58.559297
251,7,1,,2025-11-08 20:14:06.569751,2025-11-08 20:14:06.569751
251,3,3,,2025-11-08 20:14:06.569751,2025-11-08 20:14:06.569751
252,242,1,,2025-11-13 20:14:28.518592,2025-11-13 20:14:28.518592
252,244,2,,2025-11-13 20:14:28.518592,2025-11-13 20:14:28.518592
252,239,1,,2025-11-13 20:14:28.518592,2025-11-13 20:14:28.518592
253,137,1,,2025-11-04 10:09:51.887524,2025-11-04 10:09:51.887524
254,122,2,,2025-10-05 10:06:02.985916,2025-10-05 10:06:02.985916
254,123,2,,2025-10-05 10:06:02.985916,2025-10-05 10:06:02.985916
255,16,1,,2025-11-11 06:48:38.606400,2025-11-11 06:48:38.606400
255,5,1,,2025-11-11 06:48:38.606400,2025-11-11 06:48:38.606400
256,69,1,,2025-10-04 04:47:00.517859,2025-10-04 04:47:00.517859
256,65,1,,2025-10-04 04:47:00.517859,2025-10-04 04:47:00.517859
256,63,3,,2025-10-04 04:47:00.517859,2025-10-04 04:47:00.517859
257,120,3,,2025-11-08 10:48:57.709621,2025-11-08 10:48:57.709621
258,240,2,,2025-11-13 03:39:52.173499,2025-11-13 03:39:52.173499
259,248,3,,2025-11-05 05:12:37.580237,2025-11-05 05:12:37.580237
260,67,2,,2025-11-13 05:05:36.186732,2025-11-13 05:05:36.186732
260,59,1,,2025-11-13 05:05:36.186732,2025-11-13 05:05:36.186732
260,60,3,,2025-11-13 05:05:36.186732,2025-11-13 05:05:36.186732
261,209,1,,2025-11-10 15:51:14.900387,2025-11-10 15:51:14.900387
261,211,2,,2025-11-10 15:51:14.900387,2025-11-10 15:51:14.900387
261,210,3,,2025-11-10 15:51:14.900387,2025-11-10 15:51:14.900387
262,49,3,,2025-10-10 16:32:24.649311,2025-10-10 16:32:24.649311
262,53,1,,2025-10-10 16:32:24.649311,2025-10-10 16:32:24.649311
262,45,1,,2025-10-10 16:32:24.649311,2025-10-10 16:32:24.649311
263,224,1,,2025-10-29 22:51:17.784638,2025-10-29 22:51:17.784638
263,228,3,,2025-10-29 22:51:17.784638,2025-10-29 22:51:17.784638
263,231,1,,2025-10-29 22:51:17.784638,2025-10-29 22:51:17.784638
264,126,3,,2025-10-28 15:03:35.445561,2025-10-28 15:03:35.445561
264,130,3,,2025-10-28 15:03:35.445561,2025-10-28 15:03:35.445561
265,158,3,,2025-10-15 02:01:19.718340,2025-10-15 02:01:19.718340
265,157,3,,2025-10-15 02:01:19.718340,2025-10-15 02:01:19.718340
265,159,2,,2025-10-15 02:01:19.718340,2025-10-15 02:01:19.718340
266,196,1,,2025-10-27 14:31:16.223677,2025-10-27 14:31:16.223677
266,195,3,,2025-10-27 14:31:16.223677,2025-10-27 14:31:16.223677
267,221,1,,2025-10-28 20:05:11.257094,2025-10-28 20:05:11.257094
267,215,1,,2025-10-28 20:05:11.257094,2025-10-28 20:05:11.257094
267,210,1,,2025-10-28 20:05:11.257094,2025-10-28 20:05:11.257094
268,31,2,,2025-11-12 06:11:44.960327,2025-11-12 06:11:44.960327
268,39,1,,2025-11-12 06:11:44.960327,2025-11-12 06:11:44.960327
269,23,1,,2025-11-14 00:02:42.370702,2025-11-14 00:02:42.370702
270,5,2,,2025-10-15 03:10:32.421357,2025-10-15 03:10:32.421357
271,92,1,,2025-10-23 00:09:11.866422,2025-10-23 00:09:11.866422
271,90,1,,2025-10-23 00:09:11.866422,2025-10-23 00:09:11.866422
271,88,3,,2025-10-23 00:09:11.866422,2025-10-23 00:09:11.866422
272,78,1,,2025-11-07 06:17:49.744060,2025-11-07 06:17:49.744060
272,85,2,,2025-11-07 06:17:49.744060,2025-11-07 06:17:49.744060
273,133,2,,2025-10-06 22:46:10.303041,2025-10-06 22:46:10.303041
273,134,3,,2025-10-06 22:46:10.303041,2025-10-06 22:46:10.303041
273,137,3,,2025-10-06 22:46:10.303041,2025-10-06 22:46:10.303041
274,101,2,,2025-10-25 06:53:26.437080,2025-10-25 06:53:26.437080
275,192,2,,2025-10-12 18:19:13.118234,2025-10-12 18:19:13.118234
275,184,1,,2025-10-12 18:19:13.118234,2025-10-12 18:19:13.118234
275,185,3,,2025-10-12 18:19:13.118234,2025-10-12 18:19:13.118234
276,126,3,,2025-10-15 10:47:26.779980,2025-10-15 10:47:26.779980
276,125,2,,2025-10-15 10:47:26.779980,2025-10-15 10:47:26.779980
276,127,1,,2025-10-15 10:47:26.779980,2025-10-15 10:47:26.779980
277,59,2,,2025-10-16 12:55:29.902432,2025-10-16 12:55:29.902432
278,56,1,,2025-11-05 08:53:40.800490,2025-11-05 08:53:40.800490
279,257,1,,2025-10-04 06:05:33.334056,2025-10-04 06:05:33.334056
280,78,1,,2025-10-06 01:08:06.410436,2025-10-06 01:08:06.410436
280,74,3,,2025-10-06 01:08:06.410436,2025-10-06 01:08:06.410436
281,176,2,,2025-11-01 21:40:39.109371,2025-11-01 21:40:39.109371
281,167,2,,2025-11-01 21:40:39.109371,2025-11-01 21:40:39.109371
282,111,1,,2025-10-26 12:22:15.238310,2025-10-26 12:22:15.238310
283,218,3,,2025-10-29 21:42:02.800984,2025-10-29 21:42:02.800984
283,221,1,,2025-10-29 21:42:02.800984,2025-10-29 21:42:02.800984
283,222,2,,2025-10-29 21:42:02.800984,2025-10-29 21:42:02.800984
284,101,2,,2025-10-15 16:40:08.042278,2025-10-15 16:40:08.042278
284,94,2,,2025-10-15 16:40:08.042278,2025-10-15 16:40:08.042278
285,94,2,,2025-11-01 16:34:48.883130,2025-11-01 16:34:48.883130
285,86,1,,2025-11-01 16:34:48.883130,2025-11-01 16:34:48.883130
286,38,3,,2025-11-03 09:53:47.935312,2025-11-03 09:53:47.935312
286,37,2,,2025-11-03 09:53:47.935312,2025-11-03 09:53:47.935312
286,36,3,,2025-11-03 09:53:47.935312,2025-11-03 09:53:47.935312
287,128,3,,2025-11-14 10:25:47.171453,2025-11-14 10:25:47.171453
287,127,3,,2025-11-14 10:25:47.171453,2025-11-14 10:25:47.171453
287,131,3,,2025-11-14 10:25:47.171453,2025-11-14 10:25:47.171453
288,204,1,,2025-10-15 04:47:55.275800,2025-10-15 04:47:55.275800
288,194,1,,2025-10-15 04:47:55.275800,2025-10-15 04:47:55.275800
288,202,3,,2025-10-15 04:47:55.275800,2025-10-15 04:47:55.275800
289,130,2,,2025-10-11 14:19:33.792531,2025-10-11 14:19:33.792531
289,122,1,,2025-10-11 14:19:33.792531,2025-10-11 14:19:33.792531
290,204,1,,2025-10-28 00:06:47.405679,2025-10-28 00:06:47.405679
290,194,2,,2025-10-28 00:06:47.405679,2025-10-28 00:06:47.405679
291,39,2,,2025-10-15 19:40:07.240611,2025-10-15 19:40:07.240611
291,34,2,,2025-10-15 19:40:07.240611,2025-10-15 19:40:07.240611
292,243,1,,2025-11-01 23:43:04.310350,2025-11-01 23:43:04.310350
293,120,2,,2025-10-31 18:31:20.490789,2025-10-31 18:31:20.490789
293,127,3,,2025-10-31 18:31:20.490789,2025-10-31 18:31:20.490789
293,128,2,,2025-10-31 18:31:20.490789,2025-10-31 18:31:20.490789
294,166,1,,2025-10-31 00:02:15.816256,2025-10-31 00:02:15.816256
294,167,2,,2025-10-31 00:02:15.816256,2025-10-31 00:02:15.816256
295,121,2,,2025-10-22 05:09:09.959586,2025-10-22 05:09:09.959586
295,123,3,,2025-10-22 05:09:09.959586,2025-10-22 05:09:09.959586
296,229,3,,2025-10-29 19:20:06.446336,2025-10-29 19:20:06.446336
296,228,2,,2025-10-29 19:20:06.446336,2025-10-29 19:20:06.446336
296,234,3,,2025-10-29 19:20:06.446336,2025-10-29 19:20:06.446336
297,29,3,,2025-11-11 19:36:59.932690,2025-11-11 19:36:59.932690
297,21,2,,2025-11-11 19:36:59.932690,2025-11-11 19:36:59.932690
297,26,2,,2025-11-11 19:36:59.932690,2025-11-11 19:36:59.932690
298,201,3,,2025-10-09 04:48:45.037040,2025-10-09 04:48:45.037040
298,204,2,,2025-10-09 04:48:45.037040,2025-10-09 04:48:45.037040
299,102,2,,2025-11-03 15:28:06.872155,2025-11-03 15:28:06.872155
300,32,2,,2025-10-30 10:29:19.455574,2025-10-30 10:29:19.455574
300,31,3,,2025-10-30 10:29:19.455574,2025-10-30 10:29:19.455574
301,147,3,,2025-10-12 17:24:17.436889,2025-10-12 17:24:17.436889
301,144,1,,2025-10-12 17:24:17.436889,2025-10-12 17:24:17.436889
301,134,2,,2025-10-12 17:24:17.436889,2025-10-12 17:24:17.436889
302,139,3,,2025-10-09 08:14:53.216393,2025-10-09 08:14:53.216393
302,146,2,,2025-10-09 08:14:53.216393,2025-10-09 08:14:53.216393
303,98,1,,2025-10-21 09:37:23.883738,2025-10-21 09:37:23.883738
303,97,1,,2025-10-21 09:37:23.883738,2025-10-21 09:37:23.883738
303,92,2,,2025-10-21 09:37:23.883738,2025-10-21 09:37:23.883738
304,189,3,,2025-10-23 21:31:46.222114,2025-10-23 21:31:46.222114
304,188,1,,2025-10-23 21:31:46.222114,2025-10-23 21:31:46.222114
305,59,2,,2025-10-28 04:54:15.147535,2025-10-28 04:54:15.147535
305,63,2,,2025-10-28 04:54:15.147535,2025-10-28 04:54:15.147535
306,241,1,,2025-11-12 18:31:57.823619,2025-11-12 18:31:57.823619
306,237,3,,2025-11-12 18:31:57.823619,2025-11-12 18:31:57.823619
307,23,1,,2025-10-11 00:21:57.849190,2025-10-11 00:21:57.849190
307,21,2,,2025-10-11 00:21:57.849190,2025-10-11 00:21:57.849190
308,83,3,,2025-11-02 21:12:40.393923,2025-11-02 21:12:40.393923
309,105,1,,2025-10-01 18:11:10.970885,2025-10-01 18:11:10.970885
309,112,2,,2025-10-01 18:11:10.970885,2025-10-01 18:11:10.970885
310,233,3,,2025-11-03 13:04:58.811218,2025-11-03 13:04:58.811218
310,227,3,,2025-11-03 13:04:58.811218,2025-11-03 13:04:58.811218
311,251,2,,2025-10-01 15:25:19.941566,2025-10-01 15:25:19.941566
311,246,1,,2025-10-01 15:25:19.941566,2025-10-01 15:25:19.941566
311,257,1,,2025-10-01 15:25:19.941566,2025-10-01 15:25:19.941566
312,62,3,,2025-10-18 16:42:05.396420,2025-10-18 16:42:05.396420
313,242,2,,2025-10-05 16:04:18.861631,2025-10-05 16:04:18.861631
314,242,3,,2025-10-31 22:12:44.994204,2025-10-31 22:12:44.994204
314,238,3,,2025-10-31 22:12:44.994204,2025-10-31 22:12:44.994204
315,136,3,,2025-10-22 04:25:02.914547,2025-10-22 04:25:02.914547
316,124,1,,2025-10-15 00:41:09.258342,2025-10-15 00:41:09.258342
316,129,1,,2025-10-15 00:41:09.258342,2025-10-15 00:41:09.258342
317,34,3,,2025-11-13 12:50:27.249216,2025-11-13 12:50:27.249216
317,35,2,,2025-11-13 12:50:27.249216,2025-11-13 12:50:27.249216
318,57,1,,2025-10-13 03:08:41.607913,2025-10-13 03:08:41.607913
318,40,3,,2025-10-13 03:08:41.607913,2025-10-13 03:08:41.607913
319,178,1,,2025-10-11 00:59:34.638886,2025-10-11 00:59:34.638886
319,175,1,,2025-10-11 00:59:34.638886,2025-10-11 00:59:34.638886
319,167,3,,2025-10-11 00:59:34.638886,2025-10-11 00:59:34.638886
320,246,1,,2025-10-15 08:48:21.612325,2025-10-15 08:48:21.612325
